text,label,conceptual_level,note
a mine,GEONOUN,locale,geonouns; case_insensitive; curated
firth,GEONOUN,locale,geonouns; case_insensitive; curated
firths,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fishing area,GEONOUN,locale,geonouns; case_insensitive; curated
fishing areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fishpond,GEONOUN,locale,geonouns; case_insensitive; curated
fishponds,GEONOUN,locale,geonouns; case_insensitive; curated
fishpondses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fissure,GEONOUN,locale,geonouns; case_insensitive; curated
fissures,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fjord,GEONOUN,locale,geonouns; case_insensitive; curated
fjords,GEONOUN,locale,geonouns; case_insensitive; curated
fjordses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flagstone,GEONOUN,locale,geonouns; case_insensitive; curated
flagstones,GEONOUN,locale,geonouns; case_insensitive; curated
flagstoneses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flashpoint,GEONOUN,locale,geonouns; case_insensitive; curated
flashpoints,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flat,GEONOUN,locale,geonouns; case_insensitive; curated
flatlet,GEONOUN,locale,geonouns; case_insensitive; curated
flatlets,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flats,GEONOUN,locale,geonouns; case_insensitive; curated
flatses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fleabag,GEONOUN,locale,geonouns; case_insensitive; curated
fleabags,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fleapit,GEONOUN,locale,geonouns; case_insensitive; curated
fleapits,GEONOUN,locale,geonouns; case_insensitive; generated inflection
floe,GEONOUN,locale,geonouns; case_insensitive; curated
floes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flood plain,GEONOUN,locale,geonouns; case_insensitive; curated
flood plains,GEONOUN,locale,geonouns; case_insensitive; generated inflection
floodgates,GEONOUN,locale,geonouns; case_insensitive; curated
floodgateses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
floodplain,GEONOUN,locale,geonouns; case_insensitive; curated
floodplains,GEONOUN,locale,geonouns; case_insensitive; generated inflection
floorboards,GEONOUN,locale,geonouns; case_insensitive; curated
floorboardses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flophouse,GEONOUN,locale,geonouns; case_insensitive; curated
flophouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
florida key,GEONOUN,locale,geonouns; case_insensitive; curated
florida keys,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flowage,GEONOUN,locale,geonouns; case_insensitive; curated
flowages,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flower bed,GEONOUN,locale,geonouns; case_insensitive; curated
flower beds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flower garden,GEONOUN,locale,geonouns; case_insensitive; curated
flower gardens,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flowerbed,GEONOUN,locale,geonouns; case_insensitive; curated
flowerbeds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
flume,GEONOUN,locale,geonouns; case_insensitive; curated
flumes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
folium,GEONOUN,locale,geonouns; case_insensitive; curated
foliums,GEONOUN,locale,geonouns; case_insensitive; generated inflection
foot,GEONOUN,locale,geonouns; case_insensitive; curated
football field,GEONOUN,locale,geonouns; case_insensitive; curated
football fields,GEONOUN,locale,geonouns; case_insensitive; generated inflection
foothill,GEONOUN,locale,geonouns; case_insensitive; curated
foothills,GEONOUN,locale,geonouns; case_insensitive; generated inflection
foots,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ford,GEONOUN,locale,geonouns; case_insensitive; curated
fords,GEONOUN,locale,geonouns; case_insensitive; generated inflection
forecourt,GEONOUN,locale,geonouns; case_insensitive; curated
forecourts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
foreland,GEONOUN,locale,geonouns; case_insensitive; curated
forelands,GEONOUN,locale,geonouns; case_insensitive; generated inflection
foreshore,GEONOUN,locale,geonouns; case_insensitive; curated
foreshores,GEONOUN,locale,geonouns; case_insensitive; generated inflection
forest,GEONOUN,locale,geonouns; case_insensitive; curated
forest reserve,GEONOUN,locale,geonouns; case_insensitive; curated
forest reserves,GEONOUN,locale,geonouns; case_insensitive; generated inflection
forest station,GEONOUN,locale,geonouns; case_insensitive; curated
forest stations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
forests,GEONOUN,locale,geonouns; case_insensitive; curated
forestses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fork,GEONOUN,locale,geonouns; case_insensitive; curated
forks,GEONOUN,locale,geonouns; case_insensitive; curated
forkses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
formal garden,GEONOUN,locale,geonouns; case_insensitive; curated
formal gardens,GEONOUN,locale,geonouns; case_insensitive; generated inflection
formation,GEONOUN,locale,geonouns; case_insensitive; curated
formations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
former causeway,GEONOUN,locale,geonouns; case_insensitive; curated
former causeways,GEONOUN,locale,geonouns; case_insensitive; generated inflection
former inlet,GEONOUN,locale,geonouns; case_insensitive; curated
former inlets,GEONOUN,locale,geonouns; case_insensitive; generated inflection
former sugar mill,GEONOUN,locale,geonouns; case_insensitive; curated
former sugar mills,GEONOUN,locale,geonouns; case_insensitive; generated inflection
formicaries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
formicary,GEONOUN,locale,geonouns; case_insensitive; curated
fort,GEONOUN,locale,geonouns; case_insensitive; curated
fortification,GEONOUN,locale,geonouns; case_insensitive; curated
fortifications,GEONOUN,locale,geonouns; case_insensitive; generated inflection
forts,GEONOUN,locale,geonouns; case_insensitive; curated
fortses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fossilized forest,GEONOUN,locale,geonouns; case_insensitive; curated
fossilized forests,GEONOUN,locale,geonouns; case_insensitive; generated inflection
foundling hospital,GEONOUN,locale,geonouns; case_insensitive; curated
foundling hospitals,GEONOUN,locale,geonouns; case_insensitive; generated inflection
foundries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
foundry,GEONOUN,locale,geonouns; case_insensitive; curated
fountain,GEONOUN,locale,geonouns; case_insensitive; curated
fountain of youth,GEONOUN,locale,geonouns; case_insensitive; curated
fountain of youths,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fountains,GEONOUN,locale,geonouns; case_insensitive; curated
fountainses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
four-storey,GEONOUN,locale,geonouns; case_insensitive; curated
four-storeys,GEONOUN,locale,geonouns; case_insensitive; generated inflection
foyer,GEONOUN,locale,geonouns; case_insensitive; curated
foyers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fracture zone,GEONOUN,locale,geonouns; case_insensitive; curated
fracture zones,GEONOUN,locale,geonouns; case_insensitive; generated inflection
frat house,GEONOUN,locale,geonouns; case_insensitive; curated
frat houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fraternity house,GEONOUN,locale,geonouns; case_insensitive; curated
fraternity houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
free house,GEONOUN,locale,geonouns; case_insensitive; curated
free houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
free trade zone,GEONOUN,locale,geonouns; case_insensitive; curated
free trade zones,GEONOUN,locale,geonouns; case_insensitive; generated inflection
freely associated state,GEONOUN,locale,geonouns; case_insensitive; curated
freely associated states,GEONOUN,locale,geonouns; case_insensitive; generated inflection
french localities,GEONOUN,locale,geonouns; case_insensitive; generated inflection
french locality,GEONOUN,locale,geonouns; case_insensitive; curated
french region,GEONOUN,locale,geonouns; case_insensitive; curated
french regions,GEONOUN,locale,geonouns; case_insensitive; generated inflection
friaries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
friary,GEONOUN,locale,geonouns; case_insensitive; curated
frigid zone,GEONOUN,locale,geonouns; case_insensitive; curated
frigid zones,GEONOUN,locale,geonouns; case_insensitive; generated inflection
front yard,GEONOUN,locale,geonouns; case_insensitive; curated
front yards,GEONOUN,locale,geonouns; case_insensitive; generated inflection
frontage,GEONOUN,locale,geonouns; case_insensitive; curated
frontages,GEONOUN,locale,geonouns; case_insensitive; generated inflection
frontier,GEONOUN,locale,geonouns; case_insensitive; curated
frontiers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
fuel depot,GEONOUN,locale,geonouns; case_insensitive; curated
fuel depots,GEONOUN,locale,geonouns; case_insensitive; generated inflection
funeral chapel,GEONOUN,locale,geonouns; case_insensitive; curated
funeral chapels,GEONOUN,locale,geonouns; case_insensitive; generated inflection
funeral church,GEONOUN,locale,geonouns; case_insensitive; curated
funeral churches,GEONOUN,locale,geonouns; case_insensitive; generated inflection
funeral home,GEONOUN,locale,geonouns; case_insensitive; curated
funeral homes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
funeral parlor,GEONOUN,locale,geonouns; case_insensitive; curated
funeral parlors,GEONOUN,locale,geonouns; case_insensitive; generated inflection
funeral parlour,GEONOUN,locale,geonouns; case_insensitive; curated
funeral parlours,GEONOUN,locale,geonouns; case_insensitive; generated inflection
funeral-residence,GEONOUN,locale,geonouns; case_insensitive; curated
funeral-residences,GEONOUN,locale,geonouns; case_insensitive; generated inflection
funfair,GEONOUN,locale,geonouns; case_insensitive; curated
funfairs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
funny farm,GEONOUN,locale,geonouns; case_insensitive; curated
funny farms,GEONOUN,locale,geonouns; case_insensitive; generated inflection
funny house,GEONOUN,locale,geonouns; case_insensitive; curated
funny houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
furrow,GEONOUN,locale,geonouns; case_insensitive; curated
furrows,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gabled,GEONOUN,locale,geonouns; case_insensitive; curated
gableds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gambling casino,GEONOUN,locale,geonouns; case_insensitive; curated
gambling casinos,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gambling den,GEONOUN,locale,geonouns; case_insensitive; curated
gambling dens,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gambling hell,GEONOUN,locale,geonouns; case_insensitive; curated
gambling hells,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gambling house,GEONOUN,locale,geonouns; case_insensitive; curated
gambling houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gaming house,GEONOUN,locale,geonouns; case_insensitive; curated
gaming houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gap,GEONOUN,locale,geonouns; case_insensitive; curated
gaps,GEONOUN,locale,geonouns; case_insensitive; generated inflection
garage,GEONOUN,locale,geonouns; case_insensitive; curated
garages,GEONOUN,locale,geonouns; case_insensitive; generated inflection
garbage dump,GEONOUN,locale,geonouns; case_insensitive; curated
garbage dumps,GEONOUN,locale,geonouns; case_insensitive; generated inflection
garbage heap,GEONOUN,locale,geonouns; case_insensitive; curated
garbage heaps,GEONOUN,locale,geonouns; case_insensitive; generated inflection
garden,GEONOUN,locale,geonouns; case_insensitive; curated
gardens,GEONOUN,locale,geonouns; case_insensitive; curated
gardenses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gargoyles,GEONOUN,locale,geonouns; case_insensitive; curated
gargoyleses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
garret,GEONOUN,locale,geonouns; case_insensitive; curated
garrets,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gas-oil separator plant,GEONOUN,locale,geonouns; case_insensitive; curated
gas-oil separator plants,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gasfield,GEONOUN,locale,geonouns; case_insensitive; curated
gasfields,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gatehouse,GEONOUN,locale,geonouns; case_insensitive; curated
gatehouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gateway,GEONOUN,locale,geonouns; case_insensitive; curated
gateways,GEONOUN,locale,geonouns; case_insensitive; generated inflection
gazebo,GEONOUN,locale,geonouns; case_insensitive; curated
gazebos,GEONOUN,locale,geonouns; case_insensitive; generated inflection
geographic area,GEONOUN,locale,geonouns; case_insensitive; curated
geographic areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
geographic region,GEONOUN,locale,geonouns; case_insensitive; curated
geographic regions,GEONOUN,locale,geonouns; case_insensitive; generated inflection
geographical area,GEONOUN,locale,geonouns; case_insensitive; curated
geographical areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
geographical region,GEONOUN,locale,geonouns; case_insensitive; curated
geographical regions,GEONOUN,locale,geonouns; case_insensitive; generated inflection
geographical zone,GEONOUN,locale,geonouns; case_insensitive; curated
geographical zones,GEONOUN,locale,geonouns; case_insensitive; generated inflection
